instance name;fleet name;opt?;RN solved?;UB;LB tree;LB root;LB root+cuts;time [s];time root [s];time root+cuts [s];time limit [s];BB nodes;routes;Pieces RN;Pieces BPC
Rdp108;1vehc2pcs10bp;true;true;24330;24330;24065.9;24330;2003.43;74.6326;2003.43;3600;1;1: (0 2 57 15 43 42 87 97 95 13 58 101 ) ,2: (0 18 82 48 47 36 49 64 19 7 52 101 ) ,3: (0 26 12 80 68 29 24 55 4 25 54 101 ) ,4: (0 27 31 88 62 11 63 90 32 10 70 1 101 ) ,5: (0 28 76 79 81 9 51 33 50 101 ) ,6: (0 30 20 66 65 71 35 34 78 3 77 101 ) ,7: (0 46 8 101 ) ,8: (0 53 101 ) ,9: (0 59 37 14 44 38 86 16 61 91 100 96 6 101 ) ,10: (0 69 101 ) ,11: (0 73 22 41 23 67 39 56 75 74 72 21 40 101 ) ,12: (0 94 92 98 85 93 99 5 84 17 45 83 60 89 101 ) ,;0,15174966,151055,64109,16685,2772,74,0,0,0;0,355696557,1851347,748655,239722,44456,1100,0,0,0
Rdp109;1vehc2pcs10bp;true;true;28446.7;28446.7;28123.2;28333.6;645.108;3.25359;44.1719;3600;307;1: (0 2 15 42 14 44 100 37 97 13 101 ) ,2: (0 18 7 46 101 ) ,3: (0 27 31 88 19 47 36 49 48 101 ) ,4: (0 28 12 29 78 79 3 77 50 101 ) ,5: (0 40 21 73 22 41 74 56 4 58 101 ) ,6: (0 52 82 8 45 84 17 60 89 101 ) ,7: (0 53 26 24 101 ) ,8: (0 62 11 64 63 90 32 10 70 101 ) ,9: (0 69 30 51 71 65 66 20 1 101 ) ,10: (0 72 75 23 67 39 25 55 54 101 ) ,11: (0 76 33 81 9 35 34 68 80 101 ) ,12: (0 83 5 61 16 86 38 43 91 93 101 ) ,13: (0 94 87 57 101 ) ,14: (0 95 92 98 85 59 99 96 6 101 ) ,;0,1003002,63685,24527,3033,31,0,0,0,0;0,217354863,7724974,2836694,420119,8002,0,0,0,0
Rdp110;1vehc2pcs10bp;false;true;1E+11;27108.4;26735.8;27017.1;3600;10.6845;283.147;3600;296;0;0,3691510,124408,46100,7039,410,0,0,0,0;0,945505910,20419829,6836307,1227006,58623,0,0,0,0
Rdp111;1vehc2pcs10bp;true;true;26709.6;26709.6;26565.8;26698.2;269.95;18.4248;179.307;3600;7;1: (0 2 57 15 41 22 75 56 74 4 26 101 ) ,2: (0 18 83 45 84 61 16 91 100 37 93 96 101 ) ,3: (0 21 73 72 23 67 39 55 25 54 101 ) ,4: (0 27 31 62 11 64 63 90 10 101 ) ,5: (0 28 76 79 78 29 24 68 80 12 101 ) ,6: (0 42 43 6 101 ) ,7: (0 50 33 81 51 9 71 35 34 3 77 101 ) ,8: (0 53 40 101 ) ,9: (0 69 30 20 65 66 32 70 1 101 ) ,10: (0 82 48 47 36 49 19 7 52 101 ) ,11: (0 88 8 46 101 ) ,12: (0 92 98 85 44 14 38 86 17 5 60 89 101 ) ,13: (0 94 95 59 99 97 87 13 58 101 ) ,;0,5269199,135722,50810,8164,560,0,0,0,0;0,63248877,1099615,370126,79205,6956,6,0,0,0
Rdp112;1vehc2pcs10bp;true;true;24883.5;24883.5;24563.2;24872.6;3059.78;82.8532;2102;3600;11;1: (0 21 73 72 75 56 23 67 39 25 55 4 101 ) ,2: (0 27 69 70 30 51 9 81 33 3 77 50 101 ) ,3: (0 28 12 80 68 29 24 54 26 101 ) ,4: (0 31 90 32 63 64 49 36 46 101 ) ,5: (0 52 18 83 8 45 17 84 5 60 89 101 ) ,6: (0 53 40 101 ) ,7: (0 57 2 101 ) ,8: (0 61 16 86 38 14 44 91 100 37 97 13 101 ) ,9: (0 76 79 78 34 35 71 65 66 20 1 101 ) ,10: (0 87 42 43 15 41 22 74 58 101 ) ,11: (0 88 7 82 48 47 19 11 62 10 101 ) ,12: (0 95 92 98 85 93 59 99 96 94 6 101 ) ,;0,14519948,169258,53388,7074,85,0,0,0,0;0,609972779,4323895,1246163,181229,2083,0,0,0,0
Rdp201;1vehc2pcs10bp;false;true;15137.3;15131;14871;14996.3;3600;3.57896;48.2035;3600;2862;1: (0 2 57 87 13 101 ) ,2: (0 5 61 16 44 38 43 101 ) ,3: (0 12 29 79 78 34 35 101 ) ,4: (0 27 69 31 88 7 18 89 101 ) ,5: (0 28 76 3 68 77 101 ) ,6: (0 30 51 9 81 50 101 ) ,7: (0 33 65 71 66 20 1 101 ) ,8: (0 39 67 23 56 74 101 ) ,9: (0 52 19 11 64 49 10 70 101 ) ,10: (0 53 26 54 4 55 25 24 80 101 ) ,11: (0 59 92 14 42 15 41 22 40 101 ) ,12: (0 62 63 90 32 101 ) ,13: (0 72 75 73 21 58 101 ) ,14: (0 82 47 36 46 48 101 ) ,15: (0 83 45 8 84 86 17 60 101 ) ,16: (0 94 96 97 37 100 91 93 101 ) ,17: (0 95 98 85 99 6 101 ) ,;0,54081,62823,147174,314169,478244,462575,243163,65740,8235,208;0,45105501,43874376,100383857,233616680,398429068,400541348,209505342,52524494,5055520,90897,51
Rdp202;1vehc2pcs10bp;false;true;1E+11;14091.7;13942.1;14071.2;3600;134.214;2318.75;3600;9;0;0,2049347,754810,1069753,1871300,3233855,4086046,3211811,1475627,402470,58370,4045,20;0,50682841,17648549,24581250,42439216,73850681,95513619,77836025,36360797,9077106,1136716,69628,142
Rdp203;1vehc2pcs10bp;false;true;1E+11;13723.8;13654.8;13723.8;3600;851.842;3511.4;3600;1;0;0,16327952,2833324,3475269,5265585,7868068,9152570,6670648,2861442,687780,87937,4635,54;0,83946564,11654357,13817764,20960712,30853004,35886775,27027863,12315531,3186476,443568,27712,654
Rdp204;1vehc2pcs10bp;false;true;1E+11;12700.2;12700.2;12700.2;3600;3600;3600;3600;1;0;0,38285438,7565947,9355114,14623532,21972850,29007799,27352092,15035011,4537115,744280,58758,1736,4;0,38285438,7565947,9355114,14623532,21972850,29007799,27352092,15035011,4537115,744280,58758,1736,4
Rdp205;1vehc2pcs10bp;false;true;1E+11;13996.8;13822.6;13953.4;3600;24.1234;525.088;3600;188;0;0,348862,297666,509481,943537,1767338,2507841,2112987,898766,166551,9741,46;0,41971089,37357741,61689297,118518359,231704002,335762619,282526535,120697354,21231654,1182928,6213
Rdp206;1vehc2pcs10bp;false;true;1E+11;13779;13660.9;13779;3600;289.974;3485.58;3600;1;0;0,21431214,2029100,2653652,3477536,5142361,6652746,5613227,2509539,513678,42949,942;0,253597755,23610920,31092717,42063021,63052407,82199542,68761765,30053138,6168965,517724,10229
Rdp207;1vehc2pcs10bp;false;true;1E+11;13046.9;12983.3;13046.9;3600;722.094;2873.78;3600;1;0;0,13477068,1982987,2898140,4318191,6729740,9282646,8859420,4973101,1545050,284821,33475,4105,642,50,3;0,60305046,9140818,13878783,20846471,32374157,44427748,41723828,22429011,6533164,1072213,96305,8162,1283,66,3
Rdp208;1vehc2pcs10bp;false;true;1E+11;12929.5;12929.5;12929.5;3600;3600;3600;3600;1;0;0,126143670,8752769,11189463,17297773,26492452,34060777,27732085,11764375,2293394,187905,5743,33,11,7,5;0,105005372,7299999,9302963,14338763,21878073,27963316,22657699,9594994,1869382,152969,4634,33,11,7,5
Rdp209;1vehc2pcs10bp;false;true;1E+11;13788.7;13587.4;13788.7;3600;199.447;3502.26;3600;1;0;0,8368129,1966253,2653577,4380162,6399812,6899141,4113867,1158691,132965,4706,6;0,103405118,27702938,39698032,65689615,98244127,107877054,65384643,18216422,1966051,69412,144
Rdp210;1vehc2pcs10bp;false;true;1E+11;13883.4;13764;13883.4;3600;207.478;3537.19;3600;1;0;0,6287963,1813609,2341151,3611865,5681845,6726656,4840710,1903144,381503,49287,4779,162,1;0,77533840,25633932,33638296,51702933,83063211,102017394,76506638,30433270,5810033,648623,58579,2676,1
Rdp211;1vehc2pcs10bp;false;true;1E+11;13060.6;12986.7;13060.6;3600;1590.33;3039.78;3600;1;0;0,51394160,5577585,7031030,9841805,15635872,19755650,15688717,6504667,1284352,142439,13283,517;0,115192062,12345348,15453745,21690007,34436416,43737156,34578971,14071309,2723253,307225,27001,979
Cdp101;1vehc2pcs50bp;false;true;1E+11;23225.6;22526.7;23016.7;3600;0.928504;11.6249;3600;15601;0;0,27896,67290,162878,146914,25432,496,0,0,0;0,75114045,171127014,428024941,389100677,66847215,909729,0,0,0
Cdp102;1vehc2pcs50bp;false;true;1E+11;22760.2;22201.7;22660.9;3600;3.66638;85.1976;3600;1611;0;0,136453,191918,344805,241961,36645,598,0,0,0;0,118356337,172800616,329936057,257333769,43960175,527983,0,0,0
Cdp103;1vehc2pcs50bp;false;true;1E+11;22279.7;21766;22216.9;3600;18.2281;448.772;3600;245;0;0,690178,922258,1543379,884345,99962,771,0,0,0;0,126106820,163846025,266011282,148409633,17001213,169362,0,0,0
Cdp104;1vehc2pcs50bp;false;true;1E+11;21969.9;21519.7;21939.7;3600;64.8688;2104.67;3600;15;0;0,3506063,4341545,5125326,3402059,645067,21457,0,0,0;0,120400288,128595473,154960156,105326630,19544315,589620,0,0,0
Cdp105;1vehc2pcs50bp;false;true;1E+11;23613;22981.2;23428.7;3600;0.772217;16.1024;3600;9911;0;0,23098,47087,127736,94881,10964,158,0,0,0;0,83177912,162014256,493703987,399274438,58146973,630012,0,0,0
Cdp106;1vehc2pcs50bp;false;true;1E+11;23002.3;22512.8;22791.9;3600;0.957322;13.8334;3600;9811;0;0,34672,72262,185615,130979,16825,145,0,0,0;0,134140668,270628135,677313330,472054058,60022598,316857,0,0,0
Cdp107;1vehc2pcs50bp;false;true;1E+11;22966.5;22340.7;22764.3;3600;0.969773;16.4636;3600;8521;0;0,16471,63629,144402,94170,15589,189,0,0,0;0,61915840,202946954,518093196,349185375,50987236,594427,0,0,0
Cdp108;1vehc2pcs50bp;false;true;1E+11;22614.6;21906.6;22495;3600;1.47189;40.3025;3600;3757;0;0,79033,95490,212943,142959,19129,200,0,0,0;0,159105496,261720156,543785037,325194091,38322946,416790,0,0,0
Cdp109;1vehc2pcs50bp;false;true;1E+11;22559.6;22167.3;22476;3600;3.02901;83.2285;3600;2723;0;0,173545,334829,808164,512114,72161,1167,0,0,0;0,175800407,296956235,702296465,435372745,60859865,839904,0,0,0
Cdp201;1vehc2pcs50bp;true;true;10506.5;10506.5;10377.1;10494.9;2022.38;29.2664;1316.23;3600;5;1: (0 20 22 24 27 30 23 18 19 16 14 12 15 17 13 9 11 10 8 101 ) ,2: (0 29 6 32 33 31 35 37 38 39 36 34 28 26 25 21 101 ) ,3: (0 63 62 74 72 61 64 68 46 45 51 50 52 47 43 48 101 ) ,4: (0 67 66 69 65 49 55 54 53 56 58 60 59 57 40 44 42 41 101 ) ,5: (0 91 88 84 86 83 82 85 76 71 70 73 80 79 81 78 77 96 87 101 ) ,6: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 90 101 ) ,;0,0,76085,319511,779319,1372899,1424275,1113569,753105,360405,172949,71371,12172,572;0,0,830962,6143087,19403534,38286761,40880218,30001631,18186850,7014934,1709080,263639,29496,707
Cdp202;1vehc2pcs50bp;false;true;1E+11;10391.8;10312.2;10391.8;3600;346.325;3090.98;3600;1;0;0,0,268734,1621128,4997778,10673461,12743607,8986036,5081458,1464495,274492,17145,131;0,0,1120273,10933467,35226979,71653070,76303686,51900468,31350719,10570176,2204977,228456,16078
Cdp203;1vehc2pcs50bp;false;true;1E+11;10278;10255.5;10278;3600;1220;2865.68;3600;1;0;0,4,341848,2839672,12783592,29953943,42093499,36329426,19652468,7046980,1435340,214164,12350,265,7;0,29,629114,6023739,27815977,66060465,97665019,89816510,54596628,21760232,4860309,641730,30487,480,8
Cdp204;1vehc2pcs50bp;false;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0;0,671,423592,4492204,20566989,51368224,85494763,83215882,53912622,19175419,3429633,448253,48937,592;0,125,323953,2652727,11333929,29171536,50963470,52802470,35690814,13328382,2567009,346388,31654,301
Cdp205;1vehc2pcs50bp;false;true;1E+11;10472.1;10345.2;10472.1;3600;71.7857;3051.98;3600;1;0;0,0,194513,1174809,2968631,5010181,3645544,1545367,679426,303745,68982,28;0,0,1410785,15483910,47694016,81267320,52848384,19888082,8471727,3889637,914481,28
Cdp206;1vehc2pcs50bp;false;true;1E+11;10426.7;10312.4;10426.7;3600;147.093;3265.12;3600;1;0;0,0,365572,1644159,4752943,7871683,7292626,5429467,2019308,342039,67707,3912,38;0,0,1932916,12800340,37839687,67241237,67777105,52198396,22810277,4479437,931861,54677,95
Cdp207;1vehc2pcs50bp;false;true;1E+11;10285.7;10218.9;10285.7;3600;312.851;3047.48;3600;1;0;0,0,494724,2590535,7043512,12870668,13446943,9162724,4579680,1416015,198982,10630,4;0,0,1847750,13875414,45191884,89763509,88067267,49961445,22586883,6594802,886140,45569,54
Cdp208;1vehc2pcs50bp;true;true;10383.1;10383.1;10347.3;10383.1;3116.77;494.582;3116.77;3600;1;1: (0 20 29 6 32 33 31 35 37 38 39 36 34 28 26 23 25 21 101 ) ,2: (0 22 24 27 30 18 19 16 14 12 15 17 13 9 11 10 8 101 ) ,3: (0 65 49 55 54 53 56 58 60 59 57 40 44 42 41 101 ) ,4: (0 67 63 62 74 72 61 64 66 69 68 46 45 51 50 52 47 43 48 101 ) ,5: (0 91 88 86 84 83 82 85 76 71 70 73 80 79 81 78 77 87 96 101 ) ,6: (0 93 5 75 2 1 99 100 97 92 94 95 98 7 3 4 89 90 101 ) ,;0,469,333815,2226353,7612233,9543423,9609072,9928271,6248566,2748485,682914,106661,7089,27;0,7206,1073606,10474284,31807839,36890220,38135153,44021087,32482513,14681456,3689799,568174,34797,101
RCdp101;1vehc2pcs50bp;false;true;1E+11;27049.1;26550.2;26861.6;3600;1.05843;16.1292;3600;9194;0;0,10531,37599,129560,145263,90467,24701,3878,372,0;0,16018208,48159607,185383337,249567374,165823146,53407402,9948344,893708,0
RCdp102;1vehc2pcs50bp;false;true;1E+11;26146.1;25746.7;26037.3;3600;5.23858;56.1043;3600;2581;0;0,102808,151198,380412,525595,306239,89270,7452,1,0;0,61522113,90528430,237021419,352351558,225833839,73384581,7689199,41829,0
RCdp103;1vehc2pcs50bp;false;true;1E+11;25240.5;24978.3;25172.8;3600;41.4622;501.481;3600;148;0;0,883385,773032,1283351,1664025,1379744,628720,163992,17680,44;0,64874383,55350911,90395633,120103775,102019869,47683377,11850884,1188337,2687
RCdp104;1vehc2pcs50bp;false;true;1E+11;24392.8;24104.8;24392.8;3600;258.421;3574.66;3600;1;0;0,4089837,2824743,4591037,6019263,5055693,2405765,730502,123319,8196;0,47932481,33777736,55259063,72824019,61264441,28130521,8290321,1448067,99805
RCdp105;1vehc2pcs50bp;true;true;26509.9;26509.9;26308.7;26424.5;390.598;2.92727;26.408;3600;379;1: (0 7 8 46 4 100 101 ) ,2: (0 11 47 78 60 101 ) ,3: (0 12 14 16 15 53 101 ) ,4: (0 18 48 19 49 66 101 ) ,5: (0 31 27 26 28 29 101 ) ,6: (0 39 38 35 37 101 ) ,7: (0 42 44 41 54 101 ) ,8: (0 45 5 3 1 101 ) ,9: (0 51 76 89 85 91 101 ) ,10: (0 59 87 97 75 77 101 ) ,11: (0 63 33 30 32 34 101 ) ,12: (0 64 22 20 57 101 ) ,13: (0 65 99 52 86 74 58 101 ) ,14: (0 69 88 55 70 101 ) ,15: (0 72 36 40 43 101 ) ,16: (0 81 61 68 101 ) ,17: (0 82 9 10 13 17 101 ) ,18: (0 83 21 23 25 24 101 ) ,19: (0 90 101 ) ,20: (0 92 95 62 50 84 56 101 ) ,21: (0 94 67 71 93 96 80 101 ) ,22: (0 98 73 79 6 2 101 ) ,;0,81838,96931,232806,347256,225090,60784,7561,201,0;0,10725254,12071516,28943210,51083930,38213233,11227342,1551880,57929,0
RCdp106;1vehc2pcs50bp;false;true;1E+11;25500.5;25109.7;25385.1;3600;4.70562;58.3913;3600;2678;0;0,78800,157305,355106,526355,382831,140597,25537,2418,0;0,53849014,97438515,226081691,363480469,280445787,103337042,16586755,924231,0
RCdp107;1vehc2pcs50bp;false;true;1E+11;24844.9;24511.6;24795;3600;21.9526;376.647;3600;181;0;0,728969,599240,1069078,1736507,1424366,540037,116530,10502,11;0,52082096,47172046,88644222,157861085,148647403,63356093,12655828,873471,759
RCdp108;1vehc2pcs50bp;false;true;1E+11;24034.3;23809.8;24015.5;3600;126.468;2374.32;3600;12;0;0,2152291,2216910,3587402,4607786,3692558,1596006,313566,24562,105;0,48197455,52118471,83551094,110291110,91960763,39516135,7505883,516208,963
RCdp201;1vehc2pcs50bp;true;true;15222.9;15222.9;15136.4;15222.9;18.0059;8.06598;18.0057;3600;1;1: (0 5 45 2 6 7 8 46 3 1 4 100 70 101 ) ,2: (0 14 47 16 15 11 12 78 73 79 53 90 101 ) ,3: (0 61 81 94 96 93 80 101 ) ,4: (0 64 23 21 18 19 49 22 20 24 101 ) ,5: (0 65 83 59 75 97 74 58 77 25 48 101 ) ,6: (0 69 98 88 55 68 101 ) ,7: (0 71 67 62 85 76 51 84 56 66 101 ) ,8: (0 72 36 39 42 44 41 38 40 43 35 37 54 101 ) ,9: (0 82 52 99 57 86 87 9 10 13 17 60 101 ) ,10: (0 92 95 63 33 31 29 27 30 28 26 34 50 32 89 91 101 ) ,;0,0,97697,387441,722641,797318,708975,524765,340374,175519,76400,23944,4337,292,14;0,0,169889,804281,1691740,1924088,1704071,1310350,911384,496852,221239,78777,14064,857,185
RCdp202;1vehc2pcs50bp;true;true;13462;13462;13366.8;13462;222.57;44.18;222.569;3600;1;1: (0 1 3 5 45 6 7 8 46 4 2 55 101 ) ,2: (0 39 36 42 44 41 38 40 43 35 37 72 54 101 ) ,3: (0 64 23 21 48 18 19 49 22 20 24 89 91 101 ) ,4: (0 65 99 52 57 86 87 59 97 75 74 58 77 25 83 101 ) ,5: (0 69 88 79 73 78 53 98 90 101 ) ,6: (0 81 61 68 101 ) ,7: (0 82 12 14 47 16 15 11 9 10 13 17 60 100 70 101 ) ,8: (0 92 95 63 33 28 26 27 29 31 30 32 34 50 93 94 80 101 ) ,9: (0 96 71 67 62 85 76 51 84 56 66 101 ) ,;0,0,156048,932399,2188982,3322205,3901056,3705223,2829891,1681413,784057,321996,114862,31419,5530,479,5;0,0,392105,3264204,9560086,15735130,19001908,18441754,13861216,7504580,3011870,1133139,423433,141856,38426,2779,26
RCdp203;1vehc2pcs50bp;true;true;11841.3;11841.3;11822.7;11841.3;1561.9;807.39;1561.9;3600;1;1: (0 1 3 5 45 46 8 7 6 4 2 100 70 101 ) ,2: (0 61 42 39 36 43 44 41 38 40 35 37 72 71 93 96 54 81 101 ) ,3: (0 64 85 63 89 76 23 21 48 18 19 49 22 20 51 84 56 66 101 ) ,4: (0 65 99 52 86 87 74 59 97 75 58 77 25 24 57 83 101 ) ,5: (0 69 88 60 79 73 78 53 98 55 68 101 ) ,6: (0 90 82 11 15 9 10 13 16 17 47 14 12 101 ) ,7: (0 91 92 95 62 33 32 30 27 26 28 29 31 34 50 67 94 80 101 ) ,;0,0,179300,1097361,3027696,5649250,9026641,12837664,15936708,18990902,21286988,21037512,17913080,12693402,7324994,3095724,937687,187824,17679,356,9;0,0,257257,1820555,5692377,11560198,19672462,28133440,34548987,40067163,43804528,42017723,34592947,23346318,12721480,5248152,1562000,317132,30509,489,9
RCdp204;1vehc2pcs50bp;false;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0;0,0,178920,1314872,4416067,8644307,15349409,28951328,45827825,55370528,53751863,44951059,31852657,18410815,8378704,3107701,986041,266460,59791,8078,810,32;0,0,174012,1260987,4209237,8097700,14006594,26154811,41338907,49808234,48057248,39994409,28442244,16559257,7584217,2814156,885910,233320,51055,6916,719,32
RCdp205;1vehc2pcs50bp;true;true;14012.8;14012.8;13902.4;14012.8;267.818;37.1089;267.818;3600;1;1: (0 2 45 5 46 8 7 6 4 3 1 70 100 101 ) ,2: (0 65 83 64 19 23 21 48 18 49 22 24 20 66 101 ) ,3: (0 69 88 79 73 78 53 98 55 101 ) ,4: (0 72 36 39 42 44 40 38 41 43 35 37 54 101 ) ,5: (0 82 12 14 47 16 15 11 9 10 13 17 60 101 ) ,6: (0 90 99 52 57 86 87 59 75 97 74 25 77 58 101 ) ,7: (0 92 62 85 63 76 51 84 56 91 80 101 ) ,8: (0 94 67 71 96 81 61 68 101 ) ,9: (0 95 33 30 27 28 26 29 31 34 32 89 50 93 101 ) ,;0,0,163652,914248,2296809,3531807,4136944,3556081,2415489,1366031,664512,281146,88394,18123,2919,589,81;0,0,564973,4220491,12442392,21045429,25742621,23530476,16345241,8922601,4271818,1751363,554221,136272,13672,867,81
RCdp206;1vehc2pcs50bp;true;true;13108;13108;12911.8;13087.2;617.327;104.632;378.956;3600;9;1: (0 61 81 94 67 71 93 96 101 ) ,2: (0 65 99 52 86 57 23 21 18 19 49 20 22 24 66 101 ) ,3: (0 72 42 44 39 38 36 40 43 41 35 37 54 101 ) ,4: (0 82 12 14 47 16 15 11 59 75 97 87 9 13 17 10 101 ) ,5: (0 83 64 84 85 51 76 89 48 25 77 58 74 101 ) ,6: (0 88 2 45 5 46 8 7 6 4 3 1 100 70 68 101 ) ,7: (0 90 69 98 53 78 73 79 60 55 101 ) ,8: (0 92 95 62 63 33 30 31 29 27 28 26 32 34 50 56 91 80 101 ) ,;0,0,173125,939042,2454700,4580268,6464540,7202670,6635006,5145562,3181168,1596024,623210,173828,52396,12876,2762,815,271;0,0,497412,3942248,12827922,26270180,37034463,40027993,36664366,29492461,19199330,10050660,4045094,1142284,247343,40130,7545,1588,567
RCdp207;1vehc2pcs50bp;true;true;12092.9;12092.9;12010.7;12092.9;1382.6;498.259;1382.6;3600;1;1: (0 65 83 57 23 21 18 19 49 22 64 66 90 101 ) ,2: (0 69 98 53 12 14 47 17 16 15 13 9 11 10 60 55 101 ) ,3: (0 72 71 93 94 67 62 85 51 76 89 84 56 91 101 ) ,4: (0 81 61 42 44 40 36 35 37 38 39 43 41 54 96 101 ) ,5: (0 82 99 52 86 59 87 75 97 74 58 77 25 48 20 24 101 ) ,6: (0 88 78 73 79 7 6 2 8 5 3 1 45 46 4 100 70 68 101 ) ,7: (0 95 63 33 30 31 29 27 28 26 32 34 50 92 80 101 ) ,;0,0,138704,989411,3219196,7770736,15339135,23689490,27304167,24625959,17368217,9422308,3766274,1223237,333485,76950,10215,281;0,0,220513,1899529,7040481,18514978,37518288,58451025,67531079,61390781,43700212,23987553,9577311,2775081,679743,150340,17399,433
RCdp208;1vehc2pcs50bp;false;false;1E+11;-2.49999E+13;-2.49999E+13;-1000000000;3600;3600;3600;3600;1;0;0,0,227311,1662547,5912630,11474929,17673969,25858148,34328795,38147900,35591034,27747402,18443174,10844478,5608417,2467187,858970,211144,30929,1945,11;0,0,256474,1917331,6762244,12763855,20083606,29059310,37710730,40578411,37130038,29292807,20398781,12277322,6323316,2751662,988686,248894,32909,1644,46
Rdp101;1vehc2pcs50bp;true;true;21811.8;21811.8;21771.5;21811.8;0.646967;0.471208;0.646752;3600;1;1: (0 2 87 97 13 101 ) ,2: (0 5 83 61 84 60 89 101 ) ,3: (0 14 44 38 43 101 ) ,4: (0 21 73 41 56 4 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 12 54 24 80 101 ) ,7: (0 29 78 34 35 101 ) ,8: (0 33 81 50 101 ) ,9: (0 36 47 19 8 46 17 101 ) ,10: (0 39 23 67 55 25 101 ) ,11: (0 40 26 101 ) ,12: (0 45 82 18 6 101 ) ,13: (0 52 94 96 101 ) ,14: (0 53 101 ) ,15: (0 59 42 15 57 101 ) ,16: (0 62 11 90 10 101 ) ,17: (0 63 64 49 48 101 ) ,18: (0 65 71 9 66 1 101 ) ,19: (0 69 30 51 20 32 70 101 ) ,20: (0 72 75 22 74 58 101 ) ,21: (0 76 79 3 68 77 101 ) ,22: (0 92 98 16 86 91 93 101 ) ,23: (0 95 99 85 37 100 101 ) ,;0,0,10272,41739,69480,43489,7223,260,0,0;0,10,15281,69384,111090,64256,7649,48,0,0
Rdp102;1vehc2pcs50bp;true;true;20710.2;20710.2;20665.2;20685.7;38.9985;2.15198;10.0159;3600;33;1: (0 5 61 84 17 93 96 101 ) ,2: (0 26 40 53 101 ) ,3: (0 27 69 88 52 101 ) ,4: (0 28 29 78 34 35 101 ) ,5: (0 30 51 9 20 32 70 101 ) ,6: (0 31 62 11 90 10 101 ) ,7: (0 33 81 68 77 101 ) ,8: (0 36 47 19 8 46 60 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 42 15 41 75 56 4 101 ) ,11: (0 50 65 71 66 1 101 ) ,12: (0 59 98 85 99 6 101 ) ,13: (0 63 64 49 48 7 101 ) ,14: (0 73 22 74 72 21 58 101 ) ,15: (0 76 79 3 54 24 80 12 101 ) ,16: (0 83 45 82 18 89 101 ) ,17: (0 92 16 86 91 100 37 101 ) ,18: (0 94 87 57 97 13 101 ) ,19: (0 95 14 44 38 43 2 101 ) ,;0,19202,38858,90119,206627,287631,202062,56534,4729,48;0,366925,652646,1531409,3827202,5656103,4176356,1261309,104886,784
Rdp103;1vehc2pcs50bp;true;true;18609.2;18609.2;18530.3;18602;357.139;17.591;187.628;3600;15;1: (0 5 84 61 16 91 100 37 101 ) ,2: (0 6 85 98 95 13 101 ) ,3: (0 14 44 38 86 17 60 101 ) ,4: (0 21 72 22 75 56 4 101 ) ,5: (0 27 101 ) ,6: (0 28 26 40 53 101 ) ,7: (0 31 11 63 90 32 10 70 101 ) ,8: (0 36 64 49 47 7 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 42 43 15 41 74 73 101 ) ,11: (0 48 19 62 88 52 101 ) ,12: (0 50 33 78 34 29 24 54 12 101 ) ,13: (0 69 30 9 35 81 77 101 ) ,14: (0 71 65 66 20 51 1 101 ) ,15: (0 76 79 3 68 80 101 ) ,16: (0 83 45 46 8 82 18 89 101 ) ,17: (0 92 59 99 93 96 101 ) ,18: (0 94 97 87 57 2 58 101 ) ,;0,125267,187047,359225,843809,1401766,1155349,376631,47085,1559;0,2086777,3002758,5783063,14085008,23930562,19815960,6399315,784334,23539
Rdp104;1vehc2pcs50bp;false;true;1E+11;17459.2;17343.6;17458.7;3600;191.611;3211.03;3600;3;0;0,346229,556828,1091943,2376687,4832310,5879662,3253471,648401,31212;0,5671053,9007773,17204034,38072674,79013227,98825828,55709439,10611263,419180,7
Rdp105;1vehc2pcs50bp;true;true;19716;19716;19593.7;19716;5.73997;1.1643;5.73977;3600;1;1: (0 2 15 57 87 97 13 101 ) ,2: (0 5 61 85 99 6 101 ) ,3: (0 12 29 79 78 34 35 77 101 ) ,4: (0 21 73 41 22 74 58 101 ) ,5: (0 28 27 101 ) ,6: (0 30 51 9 81 50 101 ) ,7: (0 33 65 71 66 20 1 101 ) ,8: (0 39 23 67 55 25 101 ) ,9: (0 47 36 19 49 10 101 ) ,10: (0 52 82 7 18 89 101 ) ,11: (0 53 40 26 101 ) ,12: (0 59 42 14 44 38 43 101 ) ,13: (0 63 64 11 90 32 70 101 ) ,14: (0 69 31 62 88 101 ) ,15: (0 72 75 56 4 54 101 ) ,16: (0 76 3 68 24 80 101 ) ,17: (0 83 45 8 46 48 101 ) ,18: (0 94 96 37 100 91 93 101 ) ,19: (0 95 92 98 16 86 84 17 60 101 ) ,;0,537,15302,72469,164283,194077,103786,22398,1689,0;0,2181,50406,276710,692349,874865,517878,127563,9651,0
Rdp106;1vehc2pcs50bp;false;true;1E+11;19386.7;19189.3;19307.3;3600;7.07252;110.95;3600;793;0;0,99943,107648,235974,455050,640412,466193,138795,11346,51;0,41067172,46138402,100494990,211623003,321479904,250331193,77820033,6609074,34884
