instance name;fleet name;opt?;UB;LB tree;LB root;LB root+cuts;time [s];time root [s];time root+cuts [s];time limit [s];BB nodes;routes
Rdp205;-;false;9598;9595;9481.4;9577.82;3600;14.4367;485.516;3600;20;1: (0 27 69 31 88 62 11 63 90 64 49 19 7 18 8 46 48 17 60 89 101 ) ,2: (0 28 12 29 33 65 71 9 81 51 30 76 50 3 79 78 34 35 66 20 32 10 70 1 101 ) ,3: (0 52 82 47 36 45 83 5 84 61 16 44 38 86 85 99 6 94 97 87 57 43 91 100 37 93 96 13 58 101 ) ,4: (0 53 40 21 26 101 ) ,5: (0 95 59 92 98 14 42 15 2 73 72 39 67 23 75 41 22 74 56 4 25 55 54 24 80 68 77 101 ) ,
Rdp206;-;false;1.00E+11;8855.1;8723.38;8855.1;3600;60.8985;3034.19;3600;1;0
Rdp207;-;false;1.00E+11;8016.91;7929.14;8016.91;3600;166.575;2991.65;3600;1;0
Rdp208;-;false;1.00E+11;7026.78;6972.77;7026.78;3600;1160.72;2983.67;3600;1;0
Rdp209;-;true;8648;8648;8498.57;8643.5;3040.2;41.8213;2109.93;3600;3;1: (0 27 69 31 88 62 47 19 11 64 63 90 30 51 71 9 81 33 79 3 77 68 80 24 54 26 101 ) ,2: (0 28 12 76 29 78 34 35 65 66 20 32 10 70 1 50 101 ) ,3: (0 40 2 73 21 72 75 23 67 39 25 55 4 56 74 22 41 58 53 101 ) ,4: (0 52 7 82 83 18 6 94 13 87 57 15 43 42 97 92 37 100 91 93 96 101 ) ,5: (0 95 99 59 98 85 5 84 61 16 44 14 38 86 17 45 8 46 36 49 48 60 89 101 ) ,
Rdp210;-;false;1.00E+11;9091.69;8961.06;9091.69;3600;32.958;3252.47;3600;1;0
Rdp211;-;false;1.00E+11;7527.17;7424.34;7527.17;3600;105.843;2000.66;3600;1;0
Cdp101;1vehc1pcs0perc;true;9721;9721;8960.41;9655.78;335.131;0.6152;42.2234;3600;41;1: (0 5 3 97 100 99 2 1 75 101 ) ,2: (0 7 8 10 11 9 6 4 101 ) ,3: (0 13 17 18 19 15 16 14 12 101 ) ,4: (0 20 46 45 48 51 50 52 49 47 101 ) ,5: (0 24 25 27 29 30 28 26 23 22 21 101 ) ,6: (0 32 33 31 35 37 38 39 36 34 101 ) ,7: (0 43 42 41 40 44 68 69 101 ) ,8: (0 57 55 54 53 56 58 60 59 101 ) ,9: (0 67 65 63 62 74 72 61 64 66 101 ) ,10: (0 81 78 76 71 70 73 77 79 80 101 ) ,11: (0 90 87 86 83 82 84 85 89 101 ) ,12: (0 98 96 95 94 92 93 88 91 101 ) ,
Cdp102;1vehc1pcs0perc;false;9424;9417.61;8876.56;9327.53;3600;5.19312;359.696;3600;139;1: (0 7 8 10 11 9 6 4 5 101 ) ,2: (0 13 17 18 19 15 16 14 12 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 35 37 38 39 36 34 101 ) ,5: (0 43 42 46 49 47 101 ) ,6: (0 57 55 54 53 56 58 60 59 101 ) ,7: (0 65 63 62 74 72 61 64 68 66 69 101 ) ,8: (0 67 41 40 44 45 48 51 50 52 31 101 ) ,9: (0 75 1 95 94 92 93 97 100 99 96 101 ) ,10: (0 81 78 76 71 70 73 77 79 80 82 83 91 101 ) ,11: (0 90 87 86 84 85 88 89 98 2 3 101 ) ,
Cdp103;1vehc1pcs0perc;false;8958;8950.65;8647.93;8842.66;3600;20.719;1224.27;3600;49;1: (0 7 8 10 11 9 6 4 3 101 ) ,2: (0 13 17 18 19 15 16 14 12 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 31 35 37 38 39 36 34 101 ) ,5: (0 43 42 41 40 68 69 101 ) ,6: (0 47 46 44 45 48 51 50 52 49 101 ) ,7: (0 57 55 54 53 56 58 60 59 101 ) ,8: (0 67 65 63 62 74 72 61 64 66 101 ) ,9: (0 81 78 76 71 70 73 77 79 80 82 83 86 101 ) ,10: (0 90 87 84 85 88 89 91 2 1 75 101 ) ,11: (0 98 96 95 94 92 93 97 100 99 5 101 ) ,
Cdp104;1vehc1pcs0perc;false;1.00E+11;8667.62;8566.36;8667.62;3600;136.151;3582.31;3600;1;0
Cdp105;1vehc1pcs0perc;false;1.00E+11;9867.03;8942.82;9771.6;3600;0.727264;50.3286;3600;168;0
Cdp106;1vehc1pcs0perc;true;8865;8865;8680.82;8865;10.6368;1.42899;10.6365;3600;1;1: (0 5 3 7 8 10 11 9 6 4 2 75 101 ) ,2: (0 13 17 18 19 15 16 14 12 101 ) ,3: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,4: (0 32 33 31 35 37 38 39 36 34 101 ) ,5: (0 43 42 45 48 51 50 52 101 ) ,6: (0 57 55 54 53 56 58 60 59 101 ) ,7: (0 63 62 74 72 61 64 68 66 69 101 ) ,8: (0 65 67 41 40 44 46 49 47 101 ) ,9: (0 81 78 76 71 70 73 77 79 80 101 ) ,10: (0 90 87 86 83 82 84 85 88 89 91 101 ) ,11: (0 98 96 95 94 92 93 97 100 99 1 101 ) ,
Cdp107;1vehc1pcs0perc;false;9172;9165.65;8746.3;9089.18;3600;1.08968;142.675;3600;131;1: (0 3 5 101 ) ,2: (0 7 8 10 11 9 6 4 2 1 75 101 ) ,3: (0 13 17 18 19 15 16 14 12 101 ) ,4: (0 20 24 25 27 29 30 28 26 23 22 21 101 ) ,5: (0 32 33 31 35 37 38 39 36 34 101 ) ,6: (0 42 44 46 45 48 51 50 52 49 47 101 ) ,7: (0 43 41 40 62 74 72 61 64 68 66 69 101 ) ,8: (0 57 55 54 53 56 58 60 59 101 ) ,9: (0 67 65 63 101 ) ,10: (0 81 78 76 71 70 73 77 79 80 101 ) ,11: (0 90 87 86 83 82 84 85 88 89 101 ) ,12: (0 98 96 95 94 92 93 97 100 99 91 101 ) ,
Cdp108;1vehc1pcs0perc;false;1.00E+11;9231.24;8718.9;9112.64;3600;2.53116;622.823;3600;139;0
